gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
Frio;Combinados;"Combinados Nf 180-189cm";"Samsung | Linha Branca";513066;8806090561528;2;"Combinado Samsung RB-34-T-671-DS-9/EF";"Capacidade Líquida Total (L): 340 <br />  Capacidade Líquida do Congelador / Frigorífico(L): 112 / 228 <br />  Compressor Digital Inverter (10 Anos Garantia)<br />  Refrigeração All-Around Cooling<br />  Sistema No Frost<br />  Display Exterior Metálico<br />  Prateleira Dobrável (Foldable shelf)<br />  Gavetas Full Open Box no congelador<br />  Classe de Eficiência Energética: D<br />  Nível de ruído: 35 dBA<br />  Consumo de Energia Anual (kWh/ano): 233 <br />  Dimensões do Produto (LxAxP mm): 595x1853x658<br />  Cor: Refined Inox<br />  <br />  ";427,76;https://www.orima.pt/backoffice/img/front/prods/8806090561528/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090561528/8806090561528.png;D
Frio;Combinados;"Combinados Nf 180-189cm";"Samsung | Linha Branca";513067;8806090561443;2;"Combinado Samsung RB-34-T-632-DSA/EF";"Capacidade Líquida Total (L): 331 <br />  Capacidade Líquida do Congelador / Frigorífico(L): 112 / 219  <br />  Compressor Digital Inverter (10 Anos Garantia)<br />  Refrigeração All-Around Cooling<br />  Sistema No Frost<br />  Dispensador de Água<br />  Prateleira para Garrafas<br />  Gavetas Full Open Box no congelador<br />  Classe de Eficiência Energética: D<br />  Nível de ruído: 35 dBA<br />  Consumo de Energia Anual (kWh/ano): 233 <br />  Dimensões do Produto (LxAxP mm): 595x1853x658<br />  Cor: Metal Graphite<br />  ";450,57;https://www.orima.pt/backoffice/img/front/prods/8806090561443/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090561443/8806090561443.png;D
Frio;Combinados;"Combinados Nf 180-189cm";"Samsung | Linha Branca";513068;8806090562778;1;"Combinado Samsung RB-34-T-672-DWW/EF";"Capacidade Líquida Total (L): 340 <br />  Capacidade Líquida do Congelador / Frigorífico(L): 112 / 228  <br />  Compressor Digital Inverter (10 Anos Garantia)<br />  Refrigeração All-Around Cooling<br />  Sistema No Frost<br />  Display Exterior Metálico<br />  Prateleira para Garrafas<br />  Gavetas Full Open Box no congelador<br />  Classe de Eficiência Energética: D<br />  Nível de ruído: 35 dBA<br />  Consumo de Energia Anual (kWh/ano): 233<br />  Dimensões do Produto (LxAxP mm): 595x1853x658<br />  Cor: Branco<br />  ";395,75;https://www.orima.pt/backoffice/img/front/prods/8806090562778/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090562778/8806090562778.png;D
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Samsung | Linha Branca";514059;8806086664561;2;"Side BY Side Samsung RF-56-J-9040-SR";"Capacidade Líquida Total (Litros): 616<br />  Capacidade Líquida do congelador (Litros): 254<br />  Capacidade Bruta Total (Litros): 644<br />  Capacidade Líquida do frigorífico (Litros): 362<br />  Largura do Produto (mm): 908<br />  No Frost<br />  Multi Flow<br />  Tipo de refrigeração: Triple&Metal Cooling (Refrigeração Tripla e Placa Metal Plate)<br />  Alarme de porta aberta<br />  Refrigerante: R-600a<br />  Isolamento em Ciclopentano<br />  Compressor: Digital Inverter<br />  Classe de Eficiência Energética: G<br />  Nível de ruído: 38 dBA<br />  Classe climática: SN-T<br />  Capacidade de Congelação: 12 kg/24hr<br />  Consumo Energético (anual): 531 kWh/Ano<br />  FRIGORIFICO<br />  Número de prateleiras (Total): 5<br />  Número de prateleiras (dobráveis): 1<br />  Gaveta com Controlo de Humidade<br />  Material das prateleiras: Vidro temperado<br />  Número de gavetas: 2<br />  Número de compartimentos na porta: 6<br />  Suporte para ovos<br />  Luz interior: LED<br />  CONGELADOR<br />  Sistema de produção de gelo: Automático<br />  Luz interior: LED<br />  Número de gavetas: 4<br />  Altura do Produto com Moldura (mm): 1825<br />  Altura do produto sem Moldura (mm): 1797<br />  Profundidade do Produto com Pegas (mm): 733<br />  Profundidade do Produto sem Pegas (mm): 733<br />  Profundidade do Produto sem portas (mm): 610";1537,65;https://www.orima.pt/backoffice/img/front/prods/8806086664561/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806086664561/8806086664561.png;G
Frio;"Frigorificos 2 Portas";"Frigorificos 2p Nf 170-179cm";"Samsung | Linha Branca";514070;8806088228068;2;"Frigorifico Samsung RT-38-K-5530-S8/ES";"Capacidade Líquida Total: 384L <br />  Capacidade Líquida do Congelador: 89 L <br />  Capacidade Líquida do Frigorífico: 295 L<br />  No Frost<br />  Comp. Digital Inverter <br />  Twin Cooling Plus <br />  5 Modos de Smart Conversion <br />  Display Digital <br />  Nível de ruído: 41 dBa <br />  Consumo de Energia Anual (kWh): 290 <br />  Classe de Eficiência Energética: F <br />  Dimensões: A1785xL675xP668 mm <br />  ";368,19;https://www.orima.pt/backoffice/img/front/prods/8806088228068/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088228068/8806088228068.png;F
Frio;"Frigorificos 2 Portas";"Frigorificos 2p Nf 170-179cm";"Samsung | Linha Branca";514071;8806088228129;2;"Frigorifico Samsung RT-50-K-6335-S9/ES";"Capacidade Líquida Total: 500 L<br />  Capacidade Líquida do Congelador: 125 L <br />  Capacidade Líquida do Frigorífico: 375 L<br />  Comp. Digital Inverter (10 anos garantia) <br />  Twin Cooling Plus <br />  5 Modos de Smart Conversion <br />  Display Digital <br />  Nível de ruído: 40 dBa <br />  Consumo de Energia Anual (kWh): 300 <br />  Prateleira Easy Slide<br />  Cor: Look Inox<br />  Classe de Eficiência Energética: F<br />  Dimensões do produto: A1785xL790xP770 mm";523,49;https://www.orima.pt/backoffice/img/front/prods/8806088228129/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088228129/8806088228129.png;F
Frio;"Frigorificos 2 Portas";"Frigorificos 2p Nf 180-189cm";"Samsung | Linha Branca";514089;8806090792465;1;"Frigorifico Samsung RT-62-K-7115-SL Inox";"Capacidade líquida total: 620lts<br />  Capacidade líquida do congelador / frigorifico: 161 / 459lts<br />  Capacidade bruta total: 629lts<br />  Capacidade bruta do congelador: 170lts<br />  Capacidade bruta do frigorífico: 459lts<br />  Compressor Digital Inverter<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Sistema No Frost<br />  5 Modos de Smart Conversaion<br />  Dispensador de Água (Reservatório)<br />  Display Exterior Digital<br />  Classe de Eficiência Energética: F<br />  Nível de ruído: 40 dBa<br />  Consumo de Energia Anual (kWh/ano): 365<br />  Dimensões do Produto (AxLxP) 1862x836x788mm<br />  Cor: EZ-Clean Steel (Aço Inox de fácil limpeza)<br />  ";645,15;https://www.orima.pt/backoffice/img/front/prods/8806090792465/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090792465/8806090792465.png;F
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side S/ligaçao Rede";"Samsung | Linha Branca";514090;8806090805349;1;"Side BY Side Samsung RS-68-A-8522-S-9";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Sem ligação à rede de água (No Plumbing)<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: D<br />  Nível de ruído: 37 dBA<br />  Consumo de Energia Anual (kWh/ano): 257<br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Refined Inox<br />  ";1126,24;https://www.orima.pt/backoffice/img/front/prods/8806090805349/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805349/8806090805349.png;D
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side S/ligaçao Rede";"Samsung | Linha Branca";514092;8806090805400;2;"Side BY Side Samsung RS-68-A-8531-SL";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Sem ligação à rede de água (No Plumbing)<br />  Prateleira para Garrafas<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: E<br />  Nível de ruído: 38 dBA<br />  Consumo de Energia Anual (kWh/ano): 359<br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Aço Inox de Fácil Limpeza (Ez Clean Steel)<br />  <br />  ";919,67;https://www.orima.pt/backoffice/img/front/prods/8806090805400/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805400/8806090805400.png;E
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Samsung | Linha Branca";514093;8806090805462;1;"Side BY Side Samsung RS-68-A-8821-B-1";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: E<br />  Nível de ruído: 38 dBA<br />  Consumo de Energia Anual (kWh/ano): 359<br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Preto Mate<br />  <br />  ";927,06;https://www.orima.pt/backoffice/img/front/prods/8806090805462/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805462/8806090805462.png;E
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Samsung | Linha Branca";514094;8806090805479;1;"Side BY Side Samsung RS-68-A-8821-S-9";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: E<br />  Nível de ruído: 38 dBA<br />  Consumo de Energia Anual (kWh/ano): 359<br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Refined Inox<br />  ";895,54;https://www.orima.pt/backoffice/img/front/prods/8806090805479/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805479/8806090805479.png;E
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Samsung | Linha Branca";514096;8806090805288;2;"Side BY Side Samsung RS-67-A-8811-S-9";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: E<br />  Nível de ruído: 38 dBA<br />  Consumo de Energia Anual (kWh/ano): 359<br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Refined Inox<br />  <br />  <br />  ";806,99;https://www.orima.pt/backoffice/img/front/prods/8806090805288/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805288/8806090805288.png;E
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Samsung | Linha Branca";514097;8806090805219;2;"Side BY Side Samsung RS-67-A-8810-S-9";"Capacidade Líquida Total (L):  609<br />  Capacidade Líquida do Congelador / Frigorífico(L): 207 / 402<br />  Compressor Digital Inverter (10 anos garantia)<br />  Sistema de Arrefecimento Paralelo (Twin Cooling Plus)<br />  Tecnologia No Frost<br />  Display Digital Interno<br />  Dispensador de Água e Gelo (cubos e picado)<br />  Produção de gelo Visualização Fácil na Porta (Clear View)<br />  Pegas integradas<br />  Classe de Eficiência Energética: F<br />  Nível de ruído: 38 dBA<br />  Consumo de Energia Anual (kWh/ano): 419 <br />  Dimensões do Produto (LxAxP mm): 912x1780x716<br />  Cor: Refined Inox<br />  <br />  <br />  <br />  ";732,06;https://www.orima.pt/backoffice/img/front/prods/8806090805219/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090805219/8806090805219.png;F
"Pequenos Domesticos";"Micro Ondas";"Micro Ondas C/grill AtÉ 20l";"Samsung | Linha Branca";515017;8806085005631;1;"Micro Ondas Samsung FG-87-SST";"Capacidade: 23L<br />  Comandos electrónicos com display digital<br />  Potência do microondas: 800W<br />  Potência do grelhador: 1100W<br />  6 níveis de potência<br />  Temporizador de 99 minutos<br />  4 programas de cozedura automática<br />  4 programas de aquecimento instantâneo pré-programado<br />  Função Crusty Cook (especial para pizza, com prato Crusty incluído)<br />  Descongelação Power Defrost<br />  Steam Clean (limpeza a vapor)<br />  Interior em Cerâmica Enamel<br />  Cor: Inox<br />  ";154,19;https://www.orima.pt/backoffice/img/front/prods/8806085005631/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806085005631/8806085005631.png;
"Pequenos Domesticos";"Micro Ondas";"Micro Ondas C/grill = > 30l";"Samsung | Linha Branca";515026;8806088213255;2;"Micro Ondas Samsung MC-32-K-7055-CT";"Capacidade: 32L<br />  Comandos electrónicos com display digital<br />  Potência do micro-ondas: 1400 W<br />  Potência do grelhador: 1500 W<br />  Potência de convecção: 2100 W<br />  Temperaturas de Convecção: 40ºC ~ 200ºC<br />  6 níveis de potência<br />  Healthy cooking (Cozinhar saudável)<br />  Slim Fry (Fritar sem óleo)<br />  Dough proof & Yogurt (Massa de pão&iogurte)<br />  Auto reheat (re-aquecimento automático)<br />  Modo Eco<br />  Interior em Cerâmica Enamel<br />  Cor: Inox<br />  Porta de abertura horizontal<br />  Dimensões (L x A x P mm): 523 x 309x 479.8<br />  ";178,83;https://www.orima.pt/backoffice/img/front/prods/8806088213255/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088213255/8806088213255.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill 21 A 29l";"Samsung | Linha Branca";515030;8801643757595;2;"Micro Ondas Samsung MG-22-M-8074-CT/EC";"Capacidade: 22L<br />  Comandos electrónicos com display digital<br />  Potência do micro-ondas: 850W<br />  Potência do grelhador: 1100W<br />  6 níveis de potência<br />  29 programas de cozedura automática (Auto Cook)<br />  7 programas de cozedura automática com sensor (Sensor Cook)<br />  Função manter quente (Keep Warm)<br />  Descongelação Quick Defrost<br />  Interior em cerâmica Enamel<br />  Cor: Aço inoxidável<br />  Dimensões do produto (AxLxP): 380x595x320 mm";213,72;https://www.orima.pt/backoffice/img/front/prods/8801643757595/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8801643757595/8801643757595.png;
"Pequenos Domesticos";"Micro Ondas";"Micro Ondas C/grill 21 A 29l";"Samsung | Linha Branca";515032;8806090747304;1;"Micro Ondas Samsung MC-28-M-6035-KS";"Forno Micro-ondas  Convecção<br />  Capacidade: 28L<br />  Comandos eletrónicos<br />  Potência do micro-ondas: 900 W<br />  Potência do grelhador: 1500 W<br />  Potência do forno: 2100 W<br />  6 níveis de potência<br />  Modo Eco<br />  HotBlastTM (distribuição uniforme de ar quente)<br />  Slim FryTM (fritar sem óleo)<br />  Massa de Pão e Iogurte<br />  Descongelação Power Defrost<br />  Interior em Cerâmica Enamel<br />  Acessórios: Prato de Tostar, Grelha de metal, Taça para cozer a vapor <br />  Cor: Prata / Preto<br />  Dimensões da cavidade (L x A x P mm): 358 x 235.5 x 327<br />  Dimensões do produto (L x A x P mm): 517 x 310 x 463<br />  ";127,42;https://www.orima.pt/backoffice/img/front/prods/8806090747304/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090747304/8806090747304.png;
"Pequenos Domesticos";Casa;"Aspiradores Sem Saco";"Samsung | Linha Branca";515120;8801643200909;2;"Aspirador Samsung VCC-45-WOS-36/XEP";"700 W<br />  Potência de Sucção: 190 W<br />  Capacidade de Pó: 1,3 L<br />  Tecnologia de Câmara Dupla (Twin Chamber)<br />  Filtro Exaustão<br />  Tubo Telescópico Metálico<br />  Recolha Automático do Fio<br />  Raio de Ação<br> 9.2 m<br />  Bocal de cantos + Escova de Pó<br />  Dimensões (AxLxP): 238x280x395 mm<br />  <br />  ";52,59;https://www.orima.pt/backoffice/img/front/prods/8801643200909/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8801643200909/8801643200909.png;
"Pequenos Domesticos";Casa;"Aspiradores Com Saco";"Samsung | Linha Branca";515126;8801643975678;2;"Aspirador Samsung VC-07-M-25-F-0-WP/EP";"Potência Máxima de 750 W <br />  Potência de Sucção de 200 W<br />  Nível de ruído: 79 dBa<br />  Filtro de Exaustão e Pré-motor<br />  Tubo Telescópico Metálico<br />  Capacidade do saco de 2.5 L<br />  Controlo de potência no aspirador<br />  Escova combi. soalho/alcatifa: NB930<br />  Escova parquet: HB100<br />  Acess.: Bocal de Cantos, Escova de Pó (2 em 1)<br />  Cor: Violeta<br />  <br />  ";53,67;https://www.orima.pt/backoffice/img/front/prods/8801643975678/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8801643975678/8801643975678.png;
"Pequenos Domesticos";Casa;"Aspiradores Verticais";"Samsung | Linha Branca";515127;8806090393693;2;"Aspirador Samsung VS-15-T-7031-R-1";"Tipo de coletor de pó Sem bolsa<br />  Cor do produto Prateado, Transparente, Branco<br />  Capacidade de pó 0,8 l<br />  Controlo de potência Electrónico<br />  Interruptor ligar/desligar<br />  Indicadores LED<br />  Fonte de alimentação Bateria<br />  Potência do motor	410 W<br />  Tecnologia da bateria Ião-lítio<br />  Voltagem da bateria	21,6 V<br />  Tempo de funcionamento 40 min<br />  Potência de sucção	150 AW<br />  Escova removedora	<br />  Bico	<br />  Escova motorizada";230,12;https://www.orima.pt/backoffice/img/front/prods/8806090393693/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090393693/8806090393693.png;
"Pequenos Domesticos";Casa;"Sacos Para Aspirador";"Samsung | Linha Branca";515198;5602089000725;2;"Saco P/aspirador Samsung VP-725 CX10";"Aplicável nos modelos : VC-24, VC-54, VC-77, VC-74, VC-60, VC-78, VC-40, VC-41, TC-90, VC-80, VC-75, VC-72 weight : 0.000000<br />  <br />  ";3,29;https://www.orima.pt/backoffice/img/front/prods/5602089000725/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5602089000725/5602089000725.png;
Encastre;Fornos;"Fornos Multifunçoes";"Samsung | Linha Branca";516001;8801643818616;2;"Forno Samsung NV-75-N-5671-RS/EC";"Forno Dual Cook Flex (com Porta Flexível)<br />  Controladores Pop-up e táteis<br />  Display LED (Azul)<br />  Material da Cavidade em cerâmica Enamel<br />  Capacidade Total: 75L<br />  Capacidade parcial superior / inferior: 34L / 32L<br />  Métodos de limpeza: Pirólitico e Limpeza a Vapor<br />  50 programas automáticos de cozedura<br />  Classe de eficiência energética: A+<br />  Classe de efic. energética parte superior / inferior: A / A<br />  Cor: Aço inoxidável<br />  Acessórios: 1 Tabuleiro de forno, 2 Tabuleiros de grelha, 1 Divisor, 1 nível de calhas telescópicas<br />  Dimensões do produto (AxLxP): 595x595x570 mm";475,66;https://www.orima.pt/backoffice/img/front/prods/8801643818616/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8801643818616/8801643818616.png;A+
Encastre;Fornos;"Fornos Multifunçoes";"Samsung | Linha Branca";516002;8801643818609;1;"Forno Samsung NV-75-K-5571-RS/EC";"Forno Dual Cook<br />  Controladores Pop-up e táteis<br />  Display LED (azul)<br />  Material da cavidade em Cerâmica Enamel<br />  Capacidade total: 75L<br />  Métodos de limpeza: pirólitico e limpeza a vapor<br />  50 programas automáticos de cozedura<br />  Classe de eficiência energética: A<br />  Cor: Aço Inoxidável<br />  Acessórios: 1 tabuleiro de forno, 2 tabuleiros de grelha, 1 divisor, 1 nível de calhas telescópicas<br />  Dimensões do produto (AxLxP): 595x595x566 mm";416,13;https://www.orima.pt/backoffice/img/front/prods/8801643818609/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8801643818609/8801643818609.png;A
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Samsung | Linha Branca";516101;8806090091322;2;"Placa Samsung NZ-64-R-3747-BK/UR";"Placa de Indução<br />  4 zonas de indução (1 Flex)<br />  7,2kW de potência total<br />  Acabamento em biselar frontal + corte<br />  Controlos Slide<br />  Display LED de cor Âmbar<br />  Bloqueio para crianças<br />  Temporizador<br />  Indicador de calor residual<br />  Detetor automático de panelas<br />  Desligar de segurança automático<br />  Dimensões da placa (AxLxP): 60x590x520 mm<br />  ";338,73;https://www.orima.pt/backoffice/img/front/prods/8806090091322/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806090091322/8806090091322.png;
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Samsung | Linha Branca";516102;8806088757254;1;"Placa Samsung NZ-64-M-3707-AK/UR";"Placa de indução<br />  4 zonas de indução<br />  7,2kW de potência total<br />  Acabamento em corte<br />  Controlos Slide<br />  Display LED de cor âmbar<br />  Bloqueio para crianças<br />  Temporizador<br />  Indicador de calor residual<br />  Desligar de segurança automático<br />  Dimensões da placa (AxLxP): 57x590x520 mm<br />  ";255,39;https://www.orima.pt/backoffice/img/front/prods/8806088757254/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088757254/8806088757254.png;
Encastre;Chamines;"Chamines 90cm";"Samsung | Linha Branca";516201;8806088787749;2;"Chamine Samsung NK-36-M-5060-SS/UR";"Exaustor de parede<br />  Controlos táteis<br />  Display LED (Azul)<br />  4 velocidades de extração<br />  Potência de extração máxima (Modo Normal): 531m3/h<br />  Potência de extração em modo intensivo: 668m3/h<br />  Nível de ruído (Normal): 70dBA<br />  Nível de ruído (Modo intensivo): 75 dBA<br />  Iluminação LED<br />  Filtros de alumínio lavável<br />  Classe de eficiência energética: B<br />  Cor: Aço Inoxidável<br />  Dimensões do produto (AxLxP): 619-1147x900x450 mm";201,81;https://www.orima.pt/backoffice/img/front/prods/8806088787749/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088787749/8806088787749.png;B
Encastre;Chamines;"Chamines 60cm";"Samsung | Linha Branca";516202;8806088787688;2;"Chamine Samsung NK-24-M-5060-SS/UR";"Exaustor de parede<br />  Controlos táteis<br />  Display LED (Azul)<br />  4 velocidades de extração<br />  Potência de extração máxima (Modo Normal): 531m3/h<br />  Potência de extração em Modo Intensivo: 668m3/h<br />  Nível de ruído (Normal): 70dBA<br />  Nível de ruído (Modo Intensivo): 75dBA<br />  Iluminação LED<br />  Filtros de alumínio lavável<br />  Classe de eficiência energética: B<br />  Cor: Aço inoxidável<br />  Dimensões do produto (AxLxP): 619-1147x600x450 mm";178;https://www.orima.pt/backoffice/img/front/prods/8806088787688/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8806088787688/8806088787688.png;B
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Termoventiladores;Taurus;550139;8414234472038;2;"Termoventilador Taurus CA-2002 CX.6";"2000 W<br />  3 posições de climatização (frio/calor).<br />  Termóstato regulável. <br />  Silencioso. <br />  Suporte de parede. <br />  Alojamento para o cabo<br />  <br />  ";20,89;https://www.orima.pt/backoffice/img/front/prods/8414234472038/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234472038/8414234472038.png;
Climatizaçao;"Ar Condicionado";"Ar Condicionado Portatil";Taurus;550148;8414234563125;2;"ar Condicionado Taurus AC-351-RVKT";"4 Funções: Calor, frio, desumidificação e ventilação<br />  Max frio: 3000 frigorías (12000 Btu/h)<br />  Calor máx: 2840 Kcal (11200 Btu/h)<br />  Consumo: modo frio 1370W / modo aquecimento 1280W<br />  Caudal de ar (max): 360 m³/h<br />  Pressão sonora (no máximo) a 56-65 dB(A)<br />  Capacidade modo desumidificador: 22,8 L/24h<br />  Para divisões até 30 m2<br />  <br />  Dimensões do Produto: A830xL443xP340 mm<br />  ";363,63;https://www.orima.pt/backoffice/img/front/prods/8414234563125/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234563125/8414234563125.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Emissores Termicos";Taurus;550160;8414234350442;2;"Emissor Termico Taurus Vilna P-1500";"1500W<br />  Tecnologia seca: sem fluidos<br />  3 modos de funcionamento: conforto, económico, anticongelante<br />  3 programas pré-instalados: P1, P2 e P3 que combinam os 3 modo de funcionamento<br />  Programação manual diária e semanal<br />  Temperatura ajustável até 35º<br />  Interruptor de arranque / paragem<br />  Bloqueio do teclado<br />  Possibilidade de montagem com pés ou instalação na parede<br />  Desconexão automática em caso de sobre aquecimento<br />  Desligamento automático em caso de queda brusca de temperatura na divisão (por exemplo janela aberta)<br />  Dimensões (AxLxP): 482x720x85 mm<br />  ";136,26;https://www.orima.pt/backoffice/img/front/prods/8414234350442/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234350442/8414234350442.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Emissores Termicos";Taurus;550172;8414234350602;1;"Emissor Termico Taurus Tanger 900";"900W<br />  Dimensões: 455x80x580mm<br />  Sem fluidos: tecnologia seca<br />  Programação diária e semanal<br />  Temperatura ajustável de 5ºC a 35ºC<br />  2 modos de operação: conforto e economia<br />  Ecrã retroiluminado<br />  Função ionizador<br />  Função de janela aberta<br />  Inclui pés anti derrapantes e suporte de parede";89,1;https://www.orima.pt/backoffice/img/front/prods/8414234350602/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234350602/8414234350602.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Irradiadores De Mica";Taurus;550176;8414234306463;2;"Radiador Mica Taurus Bagno 2Q";"Potência: 1200W<br />  IP 24. Adequado para o banheiro.<br />  Dois modos de ativação: botão liga / desliga e seletor rotativo.<br />  Suporte de parede.<br />  2 resistências de quartzo<br />  Silencioso<br />  Calor constante e uniforme.<br />  Recomendado para quem sofre de alergias.<br />  Painel de segurança<br />  Recomendado para áreas de até 10m².<br />  Tamanho: 61 x 9 x 16 cm.";27,5;https://www.orima.pt/backoffice/img/front/prods/8414234306463/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234306463/8414234306463.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Irradiadores De Mica";Taurus;550177;8414234350466;1;"Lareira Eletrica Taurus Toronto P-2000";"Potência: 2000W<br />  Seletor com display<br />  2 posições de calor<br />  5 intensidades da chama<br />  Programação diária e semanal<br />  Vidro de toque frio<br />  Controlo remoto<br />  Kit de suporte de parede incluído<br />  Dimensões 66x52cm<br />  ";132,01;https://www.orima.pt/backoffice/img/front/prods/8414234350466/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8414234350466/8414234350466.png;
