gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
Encastre;Chamines;"Chamines Ilha 90cm";"Siemens | Linha Branca";680669;4242003832066;2;"Chamine Siemens LF-91-BUV-50";"MotoriQdrive<br />  Função Controlo de Voz: possível através de um assistente de voz (apenas em países onde este serviço está disponível)<br />  Aparelho completamente automático<br />  Função Intervalo: disponível através da app Home Connect.<br />  Função Silêncio: disponível através da app Home Connect.<br />  Controlo touchSlider (3 + 2 níveis intensivos) com 7 segmentos<br />  Sensor climateControl<br />  Função Boost<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Ventilação com desligar automático após 10 minutos<br />  Indicador de saturação do filtro metálico ou filtro de carvão<br />  Interior blindado: fácil limpeza.<br />  Filtro inox de fácil limpeza<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  SoftLight - iluminação gradual ao ligar e desligar a luz<br />  Função Dimmer - iluminação regulável em intensidade<br />  Iluminação através de 4 focos LED de 1,5W<br />  Intensidade iluminação: 425 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A+ numa escala de classes de eficiência energética de A++ até E<br />  Consumo anual de energia: 36.8 kWh/ano<br />  Classe de eficiência de dinâmica dos fluidos: A<br />  Classe de eficiência de iluminação: A<br />  Classe de eficiência de filtragem de gorduras: B<br />  Ruído MIN./MAX. no nível normal: 43/62 dB<br />  Medidas do aparelho em saída de ar (AxLxP): 744-924x898x600 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 744-1044x898x600 mm<br />  Diâmetro da conduta Ø 150 mm (Ø 120 mm incluído)<br />  Potência de ligação: 266 W<br />  Válvula anti-retorno incluída";843,65;https://www.orima.pt/backoffice/img/front/prods/4242003832066/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003832066/4242003832066.png;A+
Encastre;Chamines;"Chamines Ilha 90cm";"Siemens | Linha Branca";680670;4242003832127;1;"Chamine Siemens LF-98-BIP-50";"Controlo touchControl (3 + 2 níveis intensivos) com iluminação 7 segmentos<br />  Função Boost<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Ventilação com desligar automático após 10 minutos<br />  Indicador de saturação do filtro metálico ou filtro de carvão<br />  Interior blindado<br />  Filtro inox de fácil limpeza<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  SoftLight - iluminação gradual ao ligar e desligar a luz<br />  Função Dimmer - iluminação regulável em intensidade<br />  Iluminação através de 4 focos LED de 1,5W<br />  Intensidade iluminação: 425 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A+ numa escala de classes de eficiência energética de A++ até E<br />  Consumo anual de energia: 31.6 kWh/ano<br />  Classe de eficiência de dinâmica dos fluidos: A<br />  Classe de eficiência de iluminação: A<br />  Classe de eficiência de filtragem de gorduras: B<br />  Ruído MIN./MAX. no nível normal: 44/54 dB<br />  Medidas do aparelho em saída de ar (AxLxP): 744-924 x 898 x 600 mm<br />  Medidas em recirculação de ar com módulo CleanAir (AxLxP): 812-1044 x 898 x 600 mm<br />  Diâmetro da conduta Ø 150 mm (Ø 120 mm incluído)<br />  Potência de ligação: 166 W<br />  Comprimento do cabo elétrico: 1,3 m<br />  Válvula anti-retorno incluída";545,82;https://www.orima.pt/backoffice/img/front/prods/4242003832127/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003832127/4242003832127.png;A+
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680672;4242003831991;1;"Chamine Siemens LC-91-BUR-50";"Aparelho completamente automático<br />  Função Intervalo: disponível através da app Home Connect.<br />  Função Silêncio: disponível através da app Home Connect.<br />  Controlo (3 + 2 níveis intensivos) com 7 segmentos<br />  Função Boost<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Ventilação com desligar automático após 10 minutos<br />  Indicador de saturação do filtro metálico ou filtro de carvão<br />  Interior blindado: fácil limpeza.<br />  Filtro inox de fácil limpeza<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  SoftLight - iluminação gradual ao ligar e desligar a luz<br />  Função Dimmer - iluminação regulável em intensidade<br />  Iluminação através de 3 focos LED de 1,5W<br />  Intensidade iluminação: 373 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A+ numa escala de classes de eficiência energética de A++ até E<br />  Consumo anual de energia: 33.9 kWh/ano<br />  Classe de eficiência de dinâmica dos fluidos: A<br />  Classe de eficiência de iluminação: A<br />  Classe de eficiência de filtragem de gorduras: B<br />  Ruído MIN./MAX. no nível normal: 45/64 dB<br />  Medidas do aparelho em saída de ar (AxLxP): 628-954 x 898 x 500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 628-1064 x 898 x 500 mm<br />  Medidas em recirculação com o módulo CleanAir (AxLxP):<br />  689 x 898 x 500 mm - montagem com chaminé exterior<br />  809-1139 x 898 x 500 mm - montagem com chaminé telescópica<br />  Diâmetro da conduta Ø 150 mm (Ø 120 mm incluído)<br />  Potência de ligação: 265 W<br />  Válvula anti-retorno incluída";533,24;https://www.orima.pt/backoffice/img/front/prods/4242003831991/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003831991/4242003831991.png;A+
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680673;4242003832042;1;"Chamine Siemens LC-98-BIP-50";"Controlo touchControl (3 + 2 níveis intensivos) com iluminação 7 segmentos<br />  Função Boost<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Ventilação com desligar automático após 10 minutos<br />  Indicador de saturação do filtro metálico ou filtro de carvão<br />  Interior blindado: fácil limpeza.<br />  Filtro inox de fácil limpeza<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  SoftLight - iluminação gradual ao ligar e desligar a luz<br />  Função Dimmer - iluminação regulável em intensidade<br />  Iluminação através de 3 focos LED de 1,5W<br />  Intensidade iluminação: 373 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A+ numa escala de classes de eficiência energética de A++ até E<br />  Consumo anual de energia: 29.9 kWh/ano<br />  Classe de eficiência de dinâmica dos fluidos: A<br />  Classe de eficiência de iluminação: A<br />  Classe de eficiência de filtragem de gorduras: B<br />  Ruído MIN./MAX. no nível normal: 46/55 dB<br />  Medidas do aparelho em saída de ar (AxLxP): 628-954 x 898 x 500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 628-1064 x 898 x 500 mm<br />  Medidas em recirculação com o módulo CleanAir (AxLxP):<br />  689 x 898 x 500 mm - montagem com chaminé exterior<br />  809-1139 x 898 x 500 mm - montagem com chaminé telescópica<br />  Diâmetro da conduta Ø 150 mm (Ø 120 mm incluído)<br />  Potência de ligação: 165 W<br />  Válvula anti-retorno incluída";350,28;https://www.orima.pt/backoffice/img/front/prods/4242003832042/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003832042/4242003832042.png;A+
Encastre;Chamines;"Chamines 70cm";"Siemens | Linha Branca";680676;4242003831984;1;"Chamine Siemens LC-77-BHP-50";"Potência máxima de extracção: 674 m³/h<br />  Tipo de extracção: Conduzido/recirculante<br />  Classe Eficiência Dinâmica Fluídos: A. <br />  Modelo: Montado na parede<br />  Cor da caixa: Metálico<br />  Material do corpo do produto: Metal<br />  Tipo de filtro de gordura: Alumínio<br />  Potência do motor: 140 W<br />  Consumo de energia anual: 36 kWh<br />  Classe de eficiência energética: A<br />  Dimensões (AxLxP): 628x698x500 mm<br />  <br />  ";289,49;https://www.orima.pt/backoffice/img/front/prods/4242003831984/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003831984/4242003831984.png;A
Encastre;Exaustores;"Exaustores Integraveis";"Siemens | Linha Branca";680678;4242003838389;1;"Exaustor Siemens LB-55565";"spiração/Extracção: 618 m3/hora<br />  Ef. fluído dinâmica: D <br />  Ef. iluminação: A <br />  Ef. filtragem gordura: B <br />  Nº de Velocidades: 4 <br />  Classe Energética: C <br />  Consumo: 78,9 kWh/ano<br />  Nº de Motores: 2 <br />  Filtro: Metálico <br />  Nível de Ruído: 56 dB<br />  Cor: Metálico prateado <br />  Iluminação LED <br />  Dimensões (AxLxP): 255x530x380 mm<br />  ";159,87;https://www.orima.pt/backoffice/img/front/prods/4242003838389/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003838389/4242003838389.png;
Encastre;"Placas Vitroceramicas";"Placas Vitroceramicas 60cm";"Siemens | Linha Branca";680725;4242003614563;1;"Placa Siemens ET-651-HE-17-E";"Vitrocerâmica HighSpeed<br />  Design Biselado em ´U´<br />  4 zonas de confecção HighSpeed touchControl +/-<br />  17 níveis de potência<br />  Indicação de calor residual de 2 niveís para cada zona<br />  Segurança para crianças<br />  Corte de segurança<br />  Função reStart (memória níveis seleccionados)<br />  Luz piloto de funcionamento<br />  Interruptor principal<br />  Localização do painel de controlo:Placa de cozedura frontal<br />  Cor da superficie : Preto<br />  Dimensões do produto (AxLxP) : 51 x 592 x 522 mm<br />  Nicho (AxLxP): 45 x 560 x 490-500 mm<br />  ";169,16;https://www.orima.pt/backoffice/img/front/prods/4242003614563/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003614563/4242003614563.png;
Encastre;"Placas Induçao";"Placas Induçao 90cm";"Siemens | Linha Branca";680744;4242003692301;1;"Placa Siemens EX-975-LXC-1-E";"5  zonas de indução<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Aviso sonoro<br />  Temporizador crescente<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  Função powerMove Plus<br />  Indicação do consumo de energia<br />  symControl, posição simétrica dos displays<br />  Dimensões (AxLxP): 51x912x520 mm<br />  Dimensões de Encastre (AxLxP): 51x880x490 mm";758,45;https://www.orima.pt/backoffice/img/front/prods/4242003692301/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003692301/4242003692301.png;
Encastre;"Placas Induçao";"Placas Induçao 90cm";"Siemens | Linha Branca";680745;4242003701218;1;"Placa Siemens EX-275-FXB-1-E";"4 zonas de indução<br />  2 zonas flexInduction: 24x40 cm<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Aviso sonoro<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  Indicação do consumo de energia<br />  symControl, posição simétrica dos displays<br />  Dimensões (AxLxP): 51x912x35 mm<br />  Dimensões de Encastre (LxP): 880x330 mm<br />  ";542,56;https://www.orima.pt/backoffice/img/front/prods/4242003701218/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003701218/4242003701218.png;
Encastre;"Placas Induçao";"Placas Induçao 70cm";"Siemens | Linha Branca";680747;4242003757826;1;"Placa Siemens EX-775-LYE-4-E";"Design Comfort com perfis laterais<br />  Combinável com placas / dominós de design igual<br />  4 zonas de indução<br />  2 zonas flexInduction Plus de 23 x 38 cm, com 1 indutor adicional.<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Temporizador<br />  Temporizador crescente<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  Função powerMove Plus: 3 passos<br />  Função flexMotion<br />  Função manter quente<br />  Indicação do consumo de energia no display (des/activável)<br />  Controlo lightSlider<br />  fryingSensor Plus com 4 níveis de temperatura<br />  Função powerBoost em todas as zonas.<br />  Zonas de cozedura: 1 x Ø 380 mmx230 mm, 3.3 kW (potência máx. 3.7 kW) Indução ou 2 x Ø 190 mm, 2.2 kW (potência máx. 3.7 kW) Indução<br> 1 x Ø 230 mm, 2.2 kW (potência máx. 3.7 kW) Indução<br>1 x Ø 230 mm, 2.2 kW (potência máx. 3.7 kW) Indução<br />  Detecção do recipiente<br />  Limitação da potência da placa<br />  Corte de segurança<br />  Segurança para crianças<br />  Protecção para limpeza<br />  Indicador de calor residual para cada zona<br />  Interruptor principal<br />  Potência de ligação: 7,4 kW<br />  Cabo de ligação (1,1 m )<br />  Espessura minima da bancada: 30 mm<br />  Dimensões (AxLxP): 51x710x520 mm<br />  dimensões de Encastre (AxLxP): 51x560x490 mm<br />  <br />  ";595,65;https://www.orima.pt/backoffice/img/front/prods/4242003757826/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003757826/4242003757826.png;
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Siemens | Linha Branca";680750;4242003716786;1;"Placa Siemens EX-651-FEC-1-E";"4 zonas de indução<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Aviso sonoro<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  Indicação do consumo de energia<br />  symControl, posição simétrica dos displays<br />  Dimensões (AxLxP): 51x592x522 mm<br />  Dimensões de Encastre (AxLxP): 51x560x490 mm";431,46;https://www.orima.pt/backoffice/img/front/prods/4242003716786/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003716786/4242003716786.png;
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Siemens | Linha Branca";680755;4242003697580;1;"Placa Siemens EH-651-FDC-1-E";"3 zonas de indução<br />  1 Zona Tripla<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Aviso sonoro<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  Indicação do consumo de energia<br />  symControl, posição simétrica dos displays<br />  Dimensões (AxLxP): 51x592x522 mm<br />  Dimensões de Encastre (AxLxP): 51x560x490 mm";406,77;https://www.orima.pt/backoffice/img/front/prods/4242003697580/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003697580/4242003697580.png;
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Siemens | Linha Branca";680758;4242003716120;1;"Placa Siemens EH-631-BEB-1-E";"4 zonas de indução<br />  17 níveis de potência<br />  Temporizador com desconexão automática, para todas as zonas<br />  Aviso sonoro<br />  Função reStart: memória níveis seleccionados<br />  Função quickStart: detecção do recipiente<br />  symControl, posição simétrica dos displays<br />  Potência de ligação: 7,4 kW<br />  Espessura minima da bancada: 30 mm<br />  Dimensões (AxLxP): 51x560x490-500 mm <br />  Dimensões de encastre: 560x590 mm";308;https://www.orima.pt/backoffice/img/front/prods/4242003716120/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003716120/4242003716120.png;
Encastre;"Placas Induçao";"Placas Induçao 60cm";"Siemens | Linha Branca";680760;4242003716472;1;"Placa Siemens EU-611-BEB-1-E";"Largura: 60 cm<br />  4 zonas de indução<br />  Cor: Preto<br />  Número de zonas de cozinhar: 4<br />  Potência (elétrica ): 4600 W<br />  Dimensões: A51xL592xP522 mm<br />  <br />  <br />  <br />  <br />  <br />  <br />  ";268,26;https://www.orima.pt/backoffice/img/front/prods/4242003716472/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003716472/4242003716472.png;
Encastre;"Placas Cristal Gas";"Placas Cristal Gas 90cm";"Siemens | Linha Branca";680765;4242003742846;1;"Placa Siemens ER-9-A-6-SD-70";"Interno<br />  Gas hob<br />  Vidro-cerâmica<br />  Preto<br />  Potência: 1100 W<br />  Retangular<br />  Peso do produto: 18 kg<br />  5 queimadores<br />  Dimensões: A45xL912xP520 mm";610,46;https://www.orima.pt/backoffice/img/front/prods/4242003742846/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003742846/4242003742846.png;
